X,Y
-2.0856447422271085,3.985230993575091
-2.009350565772635,4.010182208121504
-1.9981843756947986,3.7900356801782062
-1.944297722074274,3.7598539151029478
-1.8922973827867728,3.7785423104325724
-1.9064679565659288,3.6547216161465443
-1.8630607400394905,3.6492554811750453
-1.9660519156876306,3.605036900447324
-1.8801733785352137,3.458553157760831
-1.7656497359598935,3.404080598927297
-1.8798845733777942,3.251349137330045
-1.8205677121901604,3.400487882313575
-1.7626351601870642,3.22499931113345
-1.8125236830786458,3.313711553230843
-1.7448388659282146,3.0862038818785114
-1.749636137325844,3.1341252544579756
-1.7754905607164915,3.0518566036536474
-1.678425073436689,3.0566070538859273
-1.794983154813658,2.9845971857413396
-1.6711286842200646,2.912364777797942
-1.7466439473440443,2.846587553246413
-1.6061746525313783,2.7333278936962344
-1.650918265745093,2.7709419482705338
-1.5223626347496406,2.588459415535459
-1.548128078140906,2.5041874712122607
-1.575633136232024,2.5302196971331954
-1.5243390174751896,2.4910160423650054
-1.5300820597603582,2.479292248500254
-1.5883945277985208,2.3791557229818863
-1.5408230003552292,2.358899312202126
-1.5141702608850436,2.2766825854187354
-1.5297508916669829,2.2727868332650427
-1.5291745130221288,2.2223243091836373
-1.4686754977914582,2.177694820743162
-1.5690415771877915,2.122524946048846
-1.4348719470526867,2.1232419510383527
-1.4250249747036778,2.0901728030613826
-1.4709166938926153,1.9278759884645171
-1.3712734102387119,1.9529222258485088
-1.3102563232226727,1.8651373466661954
-1.3503371025068516,1.7467743760795127
-1.2992615779897136,1.8430565319069356
-1.1912004387548727,1.7432720899989587
-1.3357920597072694,1.6505031164067192
-1.2872774067733643,1.6918523610772065
-1.3403134036846298,1.6231448367880605
-1.2402446324409528,1.5340016770427876
-1.1828644030243964,1.554022561276233
-1.2161563723462314,1.5812467295388737
-1.1822922791079817,1.4549460053735979
-1.2087231479133425,1.4230531800016788
-1.1917717098988256,1.4783837101203652
-1.1238938791559272,1.3905709063572538
-1.0798977761489672,1.3315577526816875
-1.0954120341851072,1.3590279076017913
-1.167393040909453,1.1993021917817077
-1.0781700874143882,1.1880424367337723
-1.0763479887924716,1.2282136613758197
-1.0011065183945622,1.212620635159203
-1.050810609680373,1.0217897277154326
-1.0974912179970586,1.1033259600443308
-0.9659971866228374,1.011774392893824
-1.061429247609147,1.017418622245959
-1.0172117649367087,1.0109364785951445
-0.9788463935312891,0.9512562264870621
-0.9926521703228237,0.8316234155766353
-0.9490255349360193,0.9160035911548533
-0.8993405412309645,0.8417068944365056
-0.7696476818949523,0.8494591125130352
-0.8199544854636557,0.8410225640470712
-0.9136787591565947,0.7719642075716364
-0.9250457840900314,0.7963317775803944
-0.9487009907796956,0.7048155623757602
-0.8439901008868793,0.6976351858427211
-0.7959606816994791,0.572686562378747
-0.8140744504733083,0.5746176526776545
-0.756625847765385,0.587532807960595
-0.7026402833606055,0.5256719341898393
-0.7083194026765673,0.5639080315601374
-0.6871921171498941,0.5612222211625625
-0.8020457474961051,0.5431682784526548
-0.7473681991936985,0.47653489328189313
-0.6802596352752174,0.4975414857940132
-0.6201091165434819,0.3929867489704338
-0.6548718924041285,0.47866410816494537
-0.6499604892082286,0.38738641494145376
-0.579811041470339,0.4663783759437479
-0.5981816860403084,0.4097525983098101
-0.6200837836907827,0.31236884116641594
-0.5445621713056247,0.29547503657329377
-0.4872085877037146,0.31234769084888653
-0.5021727468894703,0.34862183330080576
-0.4262409318266734,0.24307666381313314
-0.513123698694089,0.2159677980833637
-0.3880133189610957,0.19796258648398232
-0.4036670133375272,0.16810243958512988
-0.4568522406911535,0.18962304456158294
-0.49589538423507046,0.18994702229360952
-0.37629889140031436,0.17159811647701162
-0.4407311152463488,0.2183778569779472
-0.3489942233150698,0.14996836188743717
-0.39089224834308206,0.12257382509366456
-0.46945439338871503,0.10537251358666247
-0.3993516152522192,0.15052759391360976
-0.26223392120087313,0.173257642192822
-0.19667208725629445,0.13058967284473577
-0.3505031467698957,0.08835183425315334
-0.2338645528607685,0.019946644797752155
-0.242252138304699,0.14999571629090058
-0.21361034829354172,0.08213298408521645
-0.24199136784187836,0.041662875008475805
-0.2588893634664954,0.07580533334240554
-0.19848757849586127,-0.043065390842279616
-0.192496986526836,0.023835386685710128
-0.12418867325460423,-0.024940733315076465
-0.13166411642219428,-0.0071230818112719
-0.1503159213453909,0.11569288755587967
-0.15254901435298357,-0.06516140219182301
-0.11424877022305349,0.008837665506111137
-0.05686702414135709,0.002950262521998595
-0.1642837177083316,-0.003968735326257645
-0.007143536433468205,0.006765297463720724
-0.10611393330394639,0.08971873566726214
-0.025839640479367137,0.033034652854997244
-0.029980299190857103,0.012420999608860232
0.05320546309686439,-0.04295828589394459
-0.011679399618216714,-0.02845406747318058
0.03467926054821997,0.0052468287283849585
0.01041652639346577,0.13947132233214385
0.12137328708395267,-0.03178078712018056
0.09420750634398967,0.01651359970197152
0.1159588858424187,-0.013356864896431847
0.061795336615759894,0.05694077010178717
0.21723463573347299,0.044576843026752494
0.07771925114638088,0.008952944726294189
0.16429537713104791,0.04738844060851548
0.3132062375350563,-0.06915068838480207
0.13257347584828824,0.0109884033867102
0.2484876287236825,-0.020300924395972482
0.19664955960691632,0.010879143079032282
0.15459242075134533,-0.007239457470534921
0.1824336152688199,0.10649546268399002
0.25426001064862985,0.05351258937105989
0.4073662442881692,0.12152137590899724
0.3308399831765688,0.1066401044991683
0.3542344254540736,0.20415562758912947
0.31670339436346656,0.09126599893429074
0.45178975412026157,0.09683038939771044
0.42284543642915784,0.17116547150234546
0.3864186276648745,0.08684872920061502
0.3798366540634782,0.11715582462748256
0.3975493333637831,0.178441713735071
0.34527582328806206,0.15144835576367044
0.4701438594206574,0.1590264451628826
0.4393049990191903,0.25368058765799634
0.46560473667851643,0.29485898052849724
0.5098074382102413,0.2225965982292945
0.49212437766320793,0.22311810198808485
0.5112894289285106,0.3035610886861878
0.5514356565250527,0.38676039783102645
0.5841436728407008,0.4516291119590612
0.6633893779794389,0.3648515834578995
0.5254919035287233,0.3806369477368813
0.6113285776376554,0.4317102518880316
0.6626569399944982,0.35597236882144245
0.5685753706499209,0.39910178717268285
0.6404951868337312,0.4722105810151601
0.6781984493620212,0.48333195019700775
0.6243444569123294,0.48956471596161233
0.7285948110502395,0.4699431416240269
0.713655568267958,0.46012861118534204
0.761131494168844,0.5269875257028426
0.8343596912204201,0.5378369154854631
0.7200337740880288,0.6071957624310418
0.7905391337255459,0.6101651046013163
0.8232973130096228,0.699405762701979
0.8216504253834889,0.6594628425356636
0.8490308780947943,0.6680789069498996
0.8243667345481842,0.7591541137726302
0.930987999773487,0.7032261345624277
0.8399702552119577,0.9281261184230657
0.9061473839887021,0.8348395935380748
0.9071272176222603,0.8575865674395822
0.9486314364459767,0.8815255978718299
0.9453888167159431,0.8802942135290539
0.9167481522905275,0.8943108882131915
0.9814345502284466,0.9962342665518591
0.9697119976425751,0.8750109735470215
1.00198808511106,1.1163027740418432
1.1154448796240257,1.1330211071281022
1.0990201628607779,1.0814294839651464
1.0694065193013413,1.1962588589124523
1.0214325284191534,1.1568693457628356
1.0274428912169173,1.2105375708869317
1.1810837434463353,1.231961559763737
1.1399135033296823,1.305551858008734
1.2456836536879237,1.3664972634645718
1.227725472953609,1.396461552406909
1.132962260037526,1.3218594678485023
1.1926915390832065,1.3662178402988445
1.2108408806189361,1.5515500945266743
1.202877193667317,1.5167419849657948
1.181984747163122,1.5601756938002027
1.2887723620111589,1.5521541676499044
1.289980151928885,1.6607302225315295
1.3347579159362302,1.6891341921258916
1.3092535500047389,1.6220374542324147
1.347733558729356,1.7629720037613932
1.3686764451629694,1.7349884808388156
1.310818203939463,1.833189618107923
1.3539563103852632,1.7913357051860774
1.3741290753517899,1.9628295012889867
1.3670644500725406,1.927677444673904
1.4250132982705608,2.0813264608272606
1.4628177900691475,2.015942397984439
1.4554730398966682,2.174979256504591
1.4759901431195186,2.1242947780084593
1.4326335108439048,2.149013696164795
1.5273542541756746,2.305263290935972
1.397843542905143,2.3821261681584427
1.532495565584541,2.3994747038736404
1.5212149629914067,2.4696244078959944
1.5497006431061364,2.4511357293366887
1.6521227522135875,2.5207319079098807
1.6310298090512971,2.573149742579618
1.6024087775646096,2.6016866759332293
1.5379033792657948,2.6562004014566227
1.6089229065690585,2.67011286293831
1.5676002833759184,2.772470331578375
1.7116252004029906,2.794598933239595
1.7484880787761479,2.9262349857297276
1.789553122714545,2.8394030310654954
1.6563104605745664,2.9658202475096394
1.7600833654244066,3.1192108698057384
1.7456597063786388,3.1034683657017212
1.817471982456751,3.1856770217832135
1.7803196991367134,3.172483477335378
1.8510348318066714,3.2443675694167005
